Facility Name,Address 1,Address 2,Address 3,City,State,Zip Code,Phone,Fax,,,,
Akumin Trinity,2144 Duck Slough Blvd.,Ste 102,,Trinity,FL,34655,727375-8880,727375-8887,,,,
Akumin Wellington,3347 State Rd. 7, Ste 100,,,Wellington,FL,33449,561795-55581105,561792-7300,,,
Akumin Wesley Chapel,27662 Cashford Circle,,,Wesley Chapel,FL,33543,813788-2500,813788-2922,,,,
Akumin Zephyrhills,6900 Gall Blvd,,,Zephyrhills,FL,33542,813783-6736,813788-4299,,,,
Akumin, Pembroke Pines East,10950 Pines Blvd,,,Pembroke Pines,FL,33026,954430-2044,954430-2055,,,
Akumin, Plantation East,7301 NW 4th Street,,,Plantation,FL,33317,954449-7023,954449-7027,,,
AKUMIN- Boca Raton,1590 NW 10th Ave Ste 202,,,Boca Raton,FL,33486,561368-7956,561447-9373,,,,
Akumin- Deltona,1555 Saxon Blvd, Suite 401,,,Deltona,FL,32725,386860-93367009,386860-2225,,,
Akumin- Mount Dora,3615 Lake Center Drive,,,Mount Dora,FL,32757,352405-4545,352388-9464,,,,
Akumin- PALM HARBOR,36463 US Highway 19 North,,,Palm Harbor,FL,34684-1330,727771-2795,727786-7265,,,,
Akumin- Port Charlotte,2625 Tamiami Trail, Unit 1,,,Port Charlotte,FL,33952,813467-6109,941235-4660,,,
Akumin- St Petersburg,3451 66th Street N., Suite B,,,St. Petersburg,FL,33710,813467-6109,727781-1310,,,
Akumin-Clearwater,501 S Lincoln Ave,,,Clearwater,FL,33756,727771-2795,727683-9507,,,,
Akumin-Fleming Island,4565 US HIGHWAY 17 SOUTH,SUITE 150,,FLEMING ISLAND,FL,32003,904592-4700,904592-4701,,,,
Akumin-Heritage Square,1503 West Oak St,,,Kissimmee,FL,34741,407847-8864,407847-5137,,,,
Akumin-Winter Haven,7524 Cypress Gardens Blvd,,,Winter Haven,FL,33884,813467-6109,863271-9892,,,,
Akumin-Women's Aventura,2925 Aventura Blvd, Ste 101,,,Aventura,FL,33180,305938-0990,305928-6691,,,
Alabama Medical Group, P.C.,101 Memorial Hospital Dr. Ste. 200,,,Mobile,AL,36608,251410-3083,251459-8964,,,
Alameda Health System dba Alameda Hospital,2070 Clinton Ave.,,,Alameda,CA,94501,510814-4314,510814-4314,,,,
Alamogordo Imaging Center,2539 Medical Dr., Suite 101,,,Alamogordo,NM,88310,575434-1353,575434-1398,,,
Alaska Imaging,3765 E. Blue Lupine Dr,Suite B,,Wasilla,AK,99654,907792-7920,907792-7921,,,,
Alaska Native Medical Center,4315 Diplomacy Drive,Imaging Services,,Anchorage,AK,99508,907729-2347,907729-2376,,,,
Alaska Regional Hospital,Alaska Regional Imaging Alliance-Alaska,1200 Airport Heights, Medical Office Bui,,Anchorage,AK,99508,907264-1074,907264-2944,,,
Albany Advanced Imaging,PLLC,3 Atrium Drive,,,Albany,NY,12205,518438-0600,518689-2178,,,
Albany Medical Center South Clinical Campus,25 Hackett Boulevard,,,Albany,NY,12208,518262-1259,518262-1112,,,,
Albert Einstein Med Ctr-Marion-Louise Saltzman Womens Ctr,5501 Old York Road,,,Philadelphia,PA,19141,215254-2700,215456-7578,,,,
Alexandria Clinic a Service of Alomere Health,610 30th Avenue West,,,Alexandria,MN,56308,320759-4011,320759-4044,,,,
Alexandria Women's Center,3304 Masonic Dr. Ste 4001,,,Alexandria,LA,71301,318443-7222,318443-7641,,,,
Alexian Bros. Immediate Care Center,1339 W. Lake St,,Sneha Patel,Addison,IL,60101,877717-7700,847590-2634,,,,
Alexian Brothers Medical Center - Women's Ctr,800 Biesterfield Road,,,Elk Grove Village,IL,60007,877717-7700,847590-2634,,,,
Alfa Diagnostic, LLC,21355 E Dixie Highway,Suite 101,,Aventura,FL,33180,305705-4775,786955-2700,,,
Alice Gorman Imaging - Oneida HealthCare Center,139 Fields Drive,,,Oneida,NY,13421,315361-2035,315361-2267,,,,
Alice Hyde Medical Center,133 Park St,,,Malone,NY,12953,518483-30002306,518481-2482,,,,
Alice Peck Day Memorial Hospital,10 Alice Peck Day Dr.,,,Lebanon,NH,3766,603448-7486,603443-9561,,,,
Alinea Imaging Associates, Inc DBA Alinea Medical Imaging,2475 N Garey Ave,,,Pomona,CA,91767-2139,909622-3166,909622-8046,,,
Alinea Medical Imaging-Mobile,2475 N Garey Ave,,Tomi Walker,Pomona,CA,91767-2139,909622-3166,909622-8046,,,,
All Women OB/GYN,4010 Dupont Circle Suite L-07,,,Louisville,KY,40207,502895-6559116,502895-8994,,,,
Alle-Kiski Medical Center, dba Allegheny Valley Hospital,1301 Carlisle Street,Department of Radiology,,Natrona Heights,PA,15065,724226-7300,724226-7386,,,
Alleghany Memorial Hospital,233 Doctors St.,,,Sparta,NC,28675,336372-3210,336372-3288,,,,
Allegheny Clinic Radiology-Sewickley,301 Ohio River Blvd. Suite 300,,,Sewickley,PA,15143,412741-6800,412749-4454,,,,
Allegheny General Breast Care Center,320 E North Ave,,,Pittsburgh,PA,15212,412359-6034,412359-6799,,,,
Allegheny Imaging of Robinson,133 Church Hill Rd,Robinson Medical Ctr,,McKees Rocks,PA,15136,412359-6034,412359-6799,,,,
Allen Memorial Hospital,Radiology Services,1825 Logan Avenue,,Waterloo,IA,50703,319225-5100,319235-5187,,,,
Allendale County Hospital,1787 Allendale Fairfax Hwy,,,Fairfax,SC,29827,803632-3311293,803632-3567,,,,
Alliance Community Hospital,200 E State St,,,Alliance,OH,44601,330596-60007187,330596-7795,,,,
Alliance Health Durant,1800 University Blvd.,Radiology Dept.,,Durant,OK,74701,580931-20661207,580920-8002,,,,
Alliance Health Woodward,900 17th St.,,,Woodward,OK,73801,580254-8402,580571-8056,,,,
Alliance Healthcare System,1430 Hwy 4E,,,Holly Springs,MS,38635,662252-12221263,662252-2921,,,,
Alliance Medical Group,100 San Pablo Towne Center,A,,San Pablo,CA,94806,510237-2802,866601-1562,,,,
AllianceHealth Clinton,100 N. 30th St.,,,Clinton,OK,73601,580323-8322,580331-1406,,,,
AllianceHealth Ponca City,1908 N 14th,,,Ponca City,OK,74601,580765-0499,580765-0584,,,,
Allina Health - Apple Valley,14655 Galaxie Ave.,,,Apple Valley,MN,55124,651241-3854,651241-3871,,,,
Allina Health Bandana Square Clinic,1021 Bandana Blvd East,Ste 100,,St. Paul,MN,55108,651241-9618,651241-9769,,,,
Allina Health Coon Rapids Clinic,9055 Springbrook Drive,,,Coon Rapids,MN,55433,763236-1156,763236-1128,,,,
Allina Health Elk River Clinic,14181 Business Center Drive NW,,,Elk River,MN,55330,763236-0500,763236-0535,,,,
Allina Health Forest Lake Clinic,1540 South Lake Street,,,Forest Lake,MN,55025,651464-7100,651241-1515,,,,
Allina Health Richfield Clinic,407 W 66th St,,,Richfield,MN,55423,612863-8229,612798-8816,,,,
Allina Health Woodbury Clinic,8675 Valley Creek Road,,,Woodbury,MN,55125,651241-3155,651241-3168,,,,
Allina Medical Clinic - Northfield, part of Allina Health,1400 Jefferson Road,,,Northfield,MN,55057,507663-9000,651241-0575,,,
Allwood Imaging PA,914 Clifton Avenue,,,Clifton,NJ,7013,973777-5022,973594-4769,,,,
Alma C. Kinn Mammo Ctr Promedica Fostoria Community Hospital,501 Van Buren Street,,,Fostoria,OH,44830,419436-6690,419436-6615,,,,
Alta Bates Summit Med. Ctr-Lafayette Womens Hlth,3595 Mt Diablo Blvd., Ste. 350,,,Lafayette,CA,94549,510869-8387,510869-8323,,,
Alta View Hospital,9660 S 1300 East,,,Sandy,UT,84094,801507-7835,801507-7897,,,,
Alta Vista Regional Hospital,104 Legion Dr,,,Las Vegas,NM,87701,505426-3610,505426-3550,,,,
Alton Memorial Hospital,One Memorial Dr.,,,Alton,IL,62002,618463-7426,618463-7420,,,,
Alton MultiSpecialists Physicians,One Professional Drive,,,Alton,IL,62002,618463-8530,618463-8536,,,,
Altru Clinic - Crookston,400 S. Minnesota St.,,,Crookston,MN,56716,218281-9100,218281-9861,,,,
Altru Clinic - Devils Lake,1001 7th Street NE,Box 1100,,Devils Lake,ND,58301,701662-2158,701665-5218,,,,
Altru Health System,4440 S. Washington St.,,,Grand Forks,ND,58201,701780-6157,701732-7592,,,,
Amberwell Atchison Association,800 Raven Hill Drive,,,Atchison,KS,66002,913360-5542,913674-2014,,,,
Amberwell Hiawatha,300 Utah St,,,Hiawatha,KS,66434,785742-6270,785742-6506,,,,
Amboy Medical Practice,1161 Victory Blvd,,,Staten Island,NY,10301,718818-1194,718273-2097,,,,
Ambulatory Diagnostic Center,9090 SW 87 Court,,,Miami,FL,33176,305446-7893,305442-1183,,,,
Ambulatory Diagnostic Center,747 Ponce De Leon Blvd.,1st. Fl,,Coral Gables,FL,33134,305446-7893,305442-1183,,,,
Ambulatory Imaging Center-Johnston Medical Center,514 North Brightleaf Blvd., Ste. 1302,,,Smithfield,NC,27577,919938-7749,919989-4983,,,
American Fork Hospital,170 North 1100 East,,,American Fork,UT,84003,801855-3350,801855-3384,,,,
American Imaging of Southwest Florida,23081 Harborview Rd,,,Port Charlotte,FL,33980,941235-8762,941237-5691,,,,
American Multispecialty Group dba Esse Health Excel Imaging,9930 Watson Rd,,,St. Louis,MO,63126,314984-8827,314984-0736,,,,
American Radiology Services at Fleet Street,3700 Fleet St, Ste 110,,,Baltimore,MD,21224,410298-0454,443663-2280,,,
American Radiology Services at Howard County,8820 Columbia 100 Pwy.,Ste. 100,,Columbia,MD,21045,410298-0454,443436-4188,,,,
American Radiology Services at Pembrooke,11345 Pembrooke Sq. Ste 104,,,Waldorf,MD,20603,301438-5014,301870-8434,,,,
American Radiology Services at Waldorf,3510 Old Washington Rd, Ste 101,,,Waldorf,MD,20602,301638-2862,443663-6582,,,
Amery Hospital and Clinic,265 Griffin St East,,,Amery,WI,54001,715268-0476,715268-0481,,,,
Amesbury Health Center,24 Morrill Place,,,Amesbury,MA,1913,978834-8301,978834-8139,,,,
AMG Via Christi on Murdock,3311 E. Murdock,,,Wichita,KS,67208,316274-8532,316274-8963,,,,
Amherst Community Health Ctr. Cooley Dickinson Hosp.,170 University Dr., Ste. 103,,,Amherst,MA,1002,413582-2200,413253-0447,,,
Amherst Medical Center-Valley Medical Group,31 Hall Dr.,,,Amherst,MA,01002-2554,413772-3352,413775-4699,,,,
Amherst Radiology/Breast Screening Center of Western NY,2828 Main Street,,,Buffalo,NY,14214,716838-1300,716837-7725,,,,
AMI - Atlanticare Partners In Imaging,219 N White Horse Pike,,,Hammonton,NJ,8037,609878-9729,609561-1758,,,,
AMI-Atlanticare,517 Route 72 West,,,Manahawkin,NJ,8050,609384-7729,609384-7040,,,,
Amita Health Adventist Medical Center, GlenOaks,701 Winthrop Avenue,,,Glendale Heights,IL,60139,630545-8200,630545-8240,,,
AMITA Health Cancer Institute & Outpatient Center,1 Salt Creek Lane,,,Hinsdale,IL,60521,630286-5719,630286-5974,,,,
Amita Health Holy Family Medical Center Des Plaines,100 North River Road,Women's Imaging Center,,Des Plaines,IL,60016,847813-3200,847813-3201,,,,
Amita Health Medical Imaging Bourbonnais,100 Provena Way Ste 104,,,Bourbonnais,IL,60914,815937-2465,815937-2467,,,,
Amita Health Mercy Medical Center Aurora,1325 N Highland Ave.,,,Aurora,IL,60506,630801-2505,630801-5546,,,,
Amita Health Saints Mary and Elizabeth Medical Center,2233 W. Division St.,Radiology Department - Mammography,,Chicago,IL,60622,312770-3006,312770-2161,,,,
AMITA Health St. Mary's Hospital-Kankakee,500 West Court Street,,,Kankakee,IL,60901,815937-2465,815937-2467,,,,
AMITA Healthcare Woodridge Ambulatory Center,2363 63rd Street,,,Woodridge,IL,60517,630856-7070,630856-7060,,,,
Amita Plainfield Healing Arts Pavilion,16615 South Route 59,,,Plainfield,IL,60586,815725-71337555,815773-7759,,,,
Amita St. Joseph Medical Center,333 North Madison Street,,,Joliet,IL,60435,815725-71337555,815773-7759,,,,
Anchorage Native Primary Care Clinic,4320 Diplomacy Drive,Imaging Services,,Anchorage,AK,99508,907729-2347,907729-2376,,,,
Anchorage Neighborhood Health Center,4951 Business Park Blvd.,Laboratory/Radiology Department,,Anchorage,AK,99503,907743-7315,907743-7249,,,,
Andalusia Health,849 South Three Notch Street,,,Andalusia,AL,36420,334428-7084,334222-6996,,,,
Anderson County Hospital,421 South Maple,,,Garnett,KS,66032,785204-8000,785448-6381,,,,
Anderson Diagnostic Imaging, Inc.,2110 N Hwy 81,,,Anderson,SC,29621,864225-6286,864231-6738,,,
Anderson Regional Breast Center,2124 14th St,,,Meridian,MS,39301,601553-6595,601581-1878,,,,
Andrew A. Roth, M.D., S.C. dba YORKTOWN HEALTH,500 East 22nd  Street, Suite A,,,Lombard,IL,60148,630932-2055,630932-2059,
Andrew Shimer, M.D., P.A.,dba Craig Ranch OB/Gyn,7900 Henneman Way,Suite 200,McKinney,TX,75070,214544-6600,214544-7700,,
Androscoggin Valley Hospital,59 Page Hill Rd.,,,Berlin,NH,3570,603326-5720,603326-5732,,,,
Androscoggin Valley Medical Arts Ctr,21 Main St,,,Livermore Falls,ME,4254,207779-2405,207779-2133,,,,
Angel Medical Center,124 One Center Court,,,Frankin,NC,28734,828369-4259,828369-4453,,,,
AnMed Health Women's & Children Hospital,2000 East Greenville St.,,,Anderson,SC,29621,864512-65116511,864512-4368,,,,
Ann Baroco Center at Pace of Optimal Imaging,3754 US Highway 90 SUite 110,Sacred Heart Medical Park at Pace - Mamm,,Pace,FL,32571,850746-0694,850746-0688,,,,
Ann L. Baroco Center at Optimal Imaging,1890 Summit Blvd Suite 110,,,Pensacola,FL,32503,850746-0694,850746-0688,,,,
Anna Hospital Corp dba Union County Hospital,517 North Main Street,,Radiology-Marcus Thorpe,Anna,IL,62906,618833-45114288,618833-5106,,,,
Anna Jaques Hospital,25 Highland Avenue,Radiology Department,,Newburyport,MA,1950,978834-8301,978463-1171,,,,
Anna Jaques Hospital at Parkway Imaging,One Parkway,,,Haverhill,MA,1830,978834-8210,978372-1303,,,,
Annandale Family Medicine - PMG LLC,7617 Little River Turnpike,Suite 710,,Annandale,VA,22003,703941-0267,703586-9087,,,,
Anne C. Pappas Center for Breast Imaging,2 Dudley Street, Suite G 85,Rhode Island Hospital,,Providence,RI,2905,401444-4491,401519-2903,,,
Annie Jeffrey Memorial County Health Center,531 Beebe Street,,,Osceola,NE,68651-0428,402747-2031242,402747-1441,,,,
Annie Penn Hospital,618 S. Main St.,,,Reidsville,NC,27320,336951-4443,336951-4553,,,,
Anniston OB-GYN Associates, P.A.,901 Leighton Ave Ste 502,,,Anniston,AL,36207,256237-6755,256237-4966,,,
Antelope Memorial Hospital,102 W 9th St,PO Box 229,,Neligh,NE,68756,402887-6269,402887-6360,,,,
Antelope Valley Outpatient Imaging Center,44105 15th St West, Ste 100,,,Lancaster,CA,93534,661726-6399,661949-5759,,,
Antelope Valley Outpatient Imaging Center,38925 Trade Ctr. Dr., Ste. E,,,Palmdale,CA,93551,661726-60506032,661951-4364,,,
Antioch Health Center,2335 Country Hill Drive,,,Antioch,CA,94509,925431-2369,925431-2373,,,,
Apollo Imaging Management LLC,40-36 74th St.,,,Elmhurst,NY,11373,718426-6600,718374-5348,,,,
Apollo Medical Diagnostic Services PLLC,170-10 Cedarcroft Rd,,,Jamaica,NY,11432,718262-8300,914462-4759,,,,
Appling Healthcare System,163 E Tollison St,,,Baxley,GA,31513,912367-98411905,912367-6001,,,,
Appomattox Imaging Center,930 South Ave., Ste. 1,,,Colonial Heights,VA,23834,804524-2340,855720-4159,,,
AQ RENAISSANCE Imaging,275 HOBART STREET,,,PERTH AMBOY,NJ,8861,732997-3945,862300-3667,,,,
ARA - St. David's Imaging, LP,3201 S Austin Ave. Ste 105,,,Georgetown,TX,78626,512453-6100,512836-8869,,,
ARA/St. David's Imaging, L.P.,2120 N Mays, Ste 220,,,Round Rock,TX,78664-2108,512453-6100,512836-8869,,
ARA/St. David's Imaging, L.P.,1701 W. Ben White Blvd Ste 170,,,Austin,TX,78704,512453-6100,512836-8869,,,
ARA/St. David's Imaging, L.P.,2501 William Cannon Dr. Bldg 5,,,Austin,TX,78745,512453-6100,512836-8869,,,
Arcadia Radiology Imaging,612 West Duarte Road,Suite 101,,Arcadia,CA,91007,626447-0035,626447-2924,,,,
Arcadia Radiology Women's Imaging,622 W Duarte Rd Ste 104,,,Arcadia,CA,91007,626821-8178,626447-2924,,,,
Arch Health Partners,1035 S Main St.,Radiology Department,,Fallbrook,CA,92028,760291-6766,760737-7348,,,,
Arch Health Partners,225 E Second Ave., Ste. 104,,,Escondido,CA,92025,760291-6766,760737-7348,,,
Archbold Women's Center,947 South Broad St.,,,Thomasville,GA,31792,229228-37103719,229584-5919,,,,
ARH Our Lady of the Way,11203 Main Street,,,Martin,KY,41649,606285-6480,606285-6489,,,,
Arizona Breastnet, L.L.C.,8896 E Becker Lane Ste 101,,,Scottsdale,AZ,85260,480314-7600,480767-7601,,,
Arizona Community Physicians- Eastside Imaging Center,5515 E 5th St,,,Tucson,AZ,85711,520298-1138136,520547-6091,,,,
Arizona Diagnostic Radiology Group,2501 E Southern Ave. Ste. 8,,,Tempe,AZ,85282,480455-1850,480455-1855,,,,
Arizona Diagnostic Radiology Group DBA Breastlink,3115 N. 3rd Avenue, Suite S-140,,,Phoenix,AZ,85013,520876-0297,480855-1860,,,
Arizona Diagnostic Radiology Group LLC, Breastlink Chandler,1727 W. Frye Rd, Ste 110,,,Chandler,AZ,85224,480455-1850,480455-1855,,
Arizona Diagnostic Radiology Group LLC-Breastlink Mercy Gilb,3686 S. Rome Street,Suite 200,,Gilbert,AZ,85297,480455-1850,480455-1855,,,,
Arizona Diagnostic Radiology Group, LLC.,1669 E McMurray Blvd.,,,Casa Grande,AZ,85122,520876-0297,520876-0167,,,
Arizona Diagnostic Radiology Group, LLC.,21300 N John Wayne Pkwy   Suite 113,,,Maricopa,AZ,85139,480455-1860,520568-6312,,,
Arizona Diagnostic Radiology Group, LLC.,4530 E. Ray Road, Ste 160,,,Phoenix,AZ,85044,480455-1850,480455-1855,,
Arizona Diagnostic Radiology Group, LLC.,4915 E. Baseline Rd. Ste. 116,,,Gilbert,AZ,85234,480455-1850,480455-1855,,,
Arizona Diagnostic Radiology Group, LLC.,1840 W Apache Trail,,,Apache Junction,AZ,85120,480455-1850,480455-1855,,,
Arizona Diagnostic Radiology Group, LLC.,444 W. Osborn Ste. 105,,,Phoenix,AZ,85013,602277-4111,602277-1333,,,
Arkansas Methodist Medical Center,900 West Kings Highway,,,Paragould,AR,72450,870239-7820,870239-7212,,,,
Arkansas Valley Regional Medical Center,1100 Carson Ave,,,La Junta,CO,81050,719383-6169,719383-6493,,,,
Arlene M. Weinshelbaum, M.D. P.A.,6820 NW 11th Pl,,,Gainesville,FL,32605,352331-0115,352331-2044,,,
Arlington Heights Health Center,3250 N. Arlington Heights Road,,,Arlington Heights,IL,60004,847506-4010,847934-9243,,,,
Armstrong County Memorial Hospital,1 Nolte Dr,,,Kittanning,PA,16201,724543-8131,724543-8652,,,,
Arnot Health - Corning Medical Office Building,123 Conhocton St.,,,Corning,NY,14830,607737-8140,607737-8196,,,,
Arnot Ogden Med. Ctr. - Horseheads Medical Office Bldg.,100 John Roemmelt Dr,,,Horseheads,NY,14845,607737-8140,607737-8196,,,,
Arnot Ogden Medical Center - Health Center for Women,600 Fitch St,,,Elmira,NY,14905,607737-8140,607737-8196,,,,
Arraiza Radiology PSC dba Arecibo Radiology,CARR.  2 KM. 80.1 BO. San Daniel,Edificio Arecibo Medical Center,,Arecibo,PR,612,787817-3494245,787878-8106,,,,
Arrowhead McKee Family Health Center,1499 E. Highland Ave.,,,San Bernardino,CA,92404,909777-0834,909580-1720,,,,
Arrowhead Regional Medical Center,400 N. Pepper Ave.,,,Colton,CA,92324-1819,909777-0834,909580-1720,,,,
Arroyo Vista Family Health Center,6000 N. Figueroa Street,,,Los Angeles,CA,90042,323254-5221,323254-4618,,,,
ARS an affiliate of Maryland Imaging Network,130 Hospital Rd. Ste LL100,,,Prince Frederick,MD,20678,443295-9225,410414-5361,,,,
ARS an affiliate of Maryland Imaging Network at Patuxent,230 W. Dares Beach Road,,,Prince Frederick,MD,20678,410580-2244,410414-5361,,,,
Artesia General Hospital,702 N. 13th,,,Artesia,NM,88210,575736-8164,575748-8381,,,,
Asante Ashland Community Hospital, LLC,280 Maple Street,,,Ashland,OR,97520,541201-4380,541488-5385,,,
Asante Imaging,2825 E. Barnett Rd,,,Medford,OR,97504,541789-9711,541789-6152,,,,
Asante Women's Imaging  Asante Three Rivers Medical Ctr. LLC,1075 SW Grandview Ave Suite 100,,,Grants Pass,OR,97527,541955-5446,541955-5439,,,,
Ascension - Macomb Breast Center,27472 Schoenherr Rd. Suite 120,,,Warren,MI,48088,586582-7900,586582-7901,,,,
Ascension All Saints Healthcare-Women's Imaging- Spring Stre,3821 Spring Street,,,Racine,WI,53405,262687-5148,262687-3926,,,,
Ascension Allegan Hospital,555 Linn St,,,Allegan,MI,49010,269686-4210,269686-4215,,,,
Ascension Borgess at Woodbridge Hills,7901 Angling Rd.,,,Portage,MI,49024,269324-8597,269324-8462,,,,
Ascension Borgess Hospital Breast Imaging Center,1535 Gull Rd., Ste. 030,,,Kalamazoo,MI,49048,269226-6999,269226-7271,,,
Ascension Borgess Westside Radiology,6565 West Main,,,Kalamazoo,MI,49009,269567-1771,269353-6155,,,,
Ascension Borgess, Promed Physicians Three Rivers,1241 W Broadway,,,Three Rivers,MI,49093,269273-9539,269279-1491,,,
Ascension Borgess-Lee Hospital,420 W High Street,,,Dowagiac,MI,49047,269783-3030,269783-3056,,,,
Ascension Borgess-Pipp Hospital,411 Naomi Street,,,Plainwell,MI,49080,269685-0760,269685-0842,,,,
Ascension Calumet Hospital,614 Memorial Drive,,,Chilton,WI,53014,920849-75022406,920849-7534,,,,
Ascension Elmbrook Pavlic Ctr,19305 W. North Ave.,,,Brookfield,WI,53045,414527-5000,414527-5005,,,,
Ascension Genesys Ambulatory Imaging,1096 S Belsay Rd, Ste J,Suite J,,Burton,MI,48509,810715-08031326,810715-1301,,,
Ascension Genesys Ambulatory Imaging,4154 W. Vienna Rd,,,Clio,MI,48420,810564-1100,810564-2645,,,,
Ascension Genesys Imaging,600 Health Park Blvd. Suite B,,,Grand Blanc,MI,48439,810606-1601,810606-1610,,,,
Ascension Healing Arts Pavilion Romeoville,500 S. Weber Rd.,,,Romeoville,IL,60446,815725-71337555,815773-7759,,,,
